ID_INTERNO,IDENTIFICACION,NOMBRE,APELLIDO,CORREO,TELEFONO,DIRECCION,VIGENCIA,TIPO_HECHO,GENERO,ESTADO_CIVIL,NACIONALIDAD,DEPA_PRO_COLEGIO,CIUDAD_PRO_COLEGIO,DEPA_RESI,CIUDAD_RESI,MODALIDAD,METODOLOGIA,JORNADA,FACULTAD,PROGRAMA,SEMESTRE,SEDE,CONDICION_ESTUDIANTE,COLEGIO,NATURALEZA_COLEGIO,RAZA,DISCAPACIDAD,EPS,ESTRATO,METODO DE PAGO,ESTADO DE CURSO
862,1057005533,Víctor,Jaramillo Jiménez,víctor.jaramillo862@uqvirtual.edu.co,3135745277,"Calle 18 # 8 - 59, La Tebaida",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,La Tebaida,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ing. de Sistemas y Computacion,10,Armenia,Sin info,CASD HERMOGENES MAZA,Oficial,Blanca,NO APLICA,CAFÉ SALUD,2,Icetex,Finalizado
863,1058730688,Johanna,Morales Giraldo,johanna.morales863@uqvirtual.edu.co,3144759267,"Calle 50 # 12 - 21, Circasia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Circasia,Pregrado,Presencial,Diurna,Fac. Ciencias Basicas y Tecnologias,Biologia,7,Armenia,Sin info,CASD HERMOGENES MAZA,Oficial,Mestiza,NO APLICA,MINISTERIO DE DEFENSA - POLICÍA NACIONAL,2,Credito propio,Cursando
864,1039698506,Marta,Londoño Ruiz,marta.londoño864@uqvirtual.edu.co,3154650791,"Calle 28 # 30 - 95, Montenegro",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Montenegro,Quindío,Montenegro,Pregrado,Presencial,Nocturna,Fac. de Educacion,Lic. en Lenguas Modernas con enfasis en Ingles y Frances,10,Armenia,Sin info,INST MONTENEGRO,Oficial,Blanca,NO APLICA,SANITAS EPS,2,De contado,Finalizado
865,1071963009,Pablo,Acevedo González,pablo.acevedo865@uqvirtual.edu.co,3229040048,"Calle 15 # 26 - 9, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Economia,3,Armenia,Sin info,CIUDADELA DEL SUR,Oficial,Mestiza,NO APLICA,COOMEVA EPS,1,Icetex,Cursando
866,1007922936,Santiago,Muñoz Ibarra,santiago.muñoz866@uqvirtual.edu.co,3163892078,"Calle 10 # 16 - 73, La Plata",2019-2,Inscrito,Hombre,Soltero,Colombiano,Huila,La Plata,Huila,La Plata,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ingenieria Civil,4,Armenia,Sin info,IE SAN SEBASTIAN,Oficial,Mestiza,NO APLICA,OTRO,1,Credito propio,Abandonado
867,1064924970,Cristian,Arango Fernández,cristian.arango867@uqvirtual.edu.co,3152237986,"Calle 9 # 22 - 14, Manizales",2019-2,Inscrito,Hombre,Soltero,Colombiano,Caldas,Manizales,Caldas,Manizales,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,10,Manizales,Sin info,INSTITUCIÓN EDUCATIVA MALABAR,Oficial,Blanca,NO APLICA,SALUD TOTAL EPS,2,De contado,Finalizado
868,1085703027,Elizabeth,García Osorio,elizabeth.garcía868@uqvirtual.edu.co,3164056143,"Calle 21 # 21 - 38, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ciencias Basicas y Tecnologias,Quimica,6,Armenia,Sin info,LA ADIELA,Oficial,Mestiza,NO APLICA,DIRECCIÓN GENERAL DE SANIDAD MILITAR,1,Icetex,Cursando
869,1004259558,Marcela,Echeverry Patiño,marcela.echeverry869@uqvirtual.edu.co,3185820120,"Calle 21 # 19 - 95, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Caldas,Manizales,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ing. de Sistemas y Computacion,3,Armenia,Sin info,NORMAL SUP. DE CALDAS,Oficial,Blanca,NO APLICA,OTRO,3,Icetex,Cursando
870,1036072343,Sebastián,Delgado Echeverry,sebastián.delgado870@uqvirtual.edu.co,3192775046,"Calle 49 # 8 - 93, Santiago De Cali",2019-2,Inscrito,Hombre,Soltero,Colombiano,Valle Del Cauca,Santiago De Cali,Valle Del Cauca,Santiago De Cali,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,10,Cali,Sin info,INSTITUCION EDUCATIVA POLITECNICO MUNICIPAL DE CALI,Oficial,Mestiza,NO APLICA,EMMSANAR,2,Icetex,Finalizado
871,1024460663,Tatiana,Espinoza Hernández,tatiana.espinoza871@uqvirtual.edu.co,3152822332,"Calle 15 # 8 - 67, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Atlántico,Sabanagrande,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ingenieria Civil,3,Armenia,Sin info,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR NUESTRA SE¿ORA DE FATIMA,Oficial,Blanca,NO APLICA,NUEVA EPS,1,Icetex,Cursando
872,1060721108,Esteban,González Rojas,esteban.gonzález872@uqvirtual.edu.co,3207426529,"Calle 37 # 6 - 97, Santiago De Cali",2019-2,Inscrito,Hombre,Soltero,Colombiano,Bolívar,Cartagena,Valle Del Cauca,Santiago De Cali,Pregrado,Presencial,Diurna,Fac. Ciencias Humanas y Bellas Artes,Trabajo Social,10,Armenia,Sin info,INSTITUCION EDUCATIVA JUAN JOSE NIETO,Oficial,Mestiza,NO APLICA,COOMEVA EPS,2,De contado,Finalizado
873,1030909448,Fernando,Moreno Arias,fernando.moreno873@uqvirtual.edu.co,3217991878,"Calle 43 # 26 - 83, Bogotá D.C.",2019-2,Inscrito,Hombre,Soltero,Colombiano,Sin Depto,Sin Ciudad,Cundinamarca,Bogotá D.C.,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,2,Armenia,Sin info,Sin colegio,Sin info,Blanca,NO APLICA,FAMISANAR EPS,2,Icetex,Cursando
874,1069629131,Catalina,Trujillo Palacio,catalina.trujillo874@uqvirtual.edu.co,3176410683,"Calle 46 # 8 - 19, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Sin Depto,Sin Ciudad,Quindío,Armenia,Postgrado,Presencial,Nocturna,Fac. Ciencias Basicas y Tecnologias,Maestria en Quimica,6,Armenia,Sin info,Sin colegio,Sin info,Sin info,Sin info,NUEVA EPS,2,De contado,Cursando
875,1094245657,Claudia,Reyes Hincapié,claudia.reyes875@uqvirtual.edu.co,3216603463,"Calle 4 # 17 - 70, Buenaventura",2019-2,Inscrito,Mujer,Casado,Colombiano,Valle Del Cauca,Yumbo,Valle Del Cauca,Buenaventura,Pregrado,Distancia,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Admon. negocios distancia,10,Buenaventura,Sin info,INST EDUC FRANCISCO JOSÉ DE CALDAS,Privada,Negra,NO APLICA,SERVICIOOCCIDENTALDESALUD,2,Icetex,Finalizado
876,1072478408,Bernardo,Martínez Bermúdez,bernardo.martínez876@uqvirtual.edu.co,3117232942,"Calle 15 # 13 - 15, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Nocturna,Fac. Ingenieria,Ing. de Sistemas y Computacion,6,Armenia,Sin info,CASD HERMOGENES MAZA,Oficial,Mestiza,NO APLICA,CAFESALUD,1,Icetex,Abandonado
877,1046957421,Gustavo,Romero Torres,gustavo.romero877@uqvirtual.edu.co,3169241326,"Calle 40 # 18 - 54, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. de Educacion,Lic. en Lenguas Modernas con enfasis en Ingles y Frances,9,Armenia,Sin info,CASD HERMOGENES MAZA,Oficial,Mestiza,NO APLICA,SANITAS EPS,1,Icetex,Cursando
878,1088067732,Mariana,Castrillón Romero,mariana.castrillón878@uqvirtual.edu.co,3215184757,"Calle 33 # 18 - 49, Bucaramanga",2019-2,Inscrito,Mujer,Casado,Colombiano,Bolívar,Cartagena,Santander,Bucaramanga,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,5,Armenia,Sin info,COLEGIO FERNANDO DE ARAGON DE CARTAGENA,Privada,Blanca,NO APLICA,SALUD TOTAL EPS,2,Credito propio,Abandonado
879,1062303312,Oscar,Suárez Bedoa,oscar.suárez879@uqvirtual.edu.co,3126977515,"Calle 21 # 3 - 45, Armenia",2019-2,Inscrito,Hombre,Casado,Colombiano,Quindío,Armenia,Quindío,Armenia,Postgrado,Presencial,Extendida,Fac. Ciencias de la Salud,Especializacion en Pediatria,6,Armenia,Sin info,NUESTRA SEÑORA DE FATIMA,Oficial,Sin info,Sin info,SANITAS EPS,1,Icetex,Cursando
880,1061543102,Carlos,Franco Vargas,carlos.franco880@uqvirtual.edu.co,3188942326,"Calle 35 # 8 - 82, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,2,Armenia,Sin info,ESCUELA NORMAL SUPERIOR,Oficial,Blanca,NO APLICA,NUEVA EPS,2,Icetex,Abandonado
881,1074775099,Sergio,Álvarez Vargas,sergio.álvarez881@uqvirtual.edu.co,3156244112,"Calle 24 # 22 - 7, Itagui",2019-2,Inscrito,Hombre,Casado,Colombiano,Antioquia,Vigia Del Fuerte,Antioquia,Itagui,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,9,Armenia,Sin info,I.E. NUEVO HORIZONTE,Privada,Mestiza,NO APLICA,SURA,2,De contado,Abandonado
882,1094612959,Alejandro,Naranjo Jaramillo,alejandro.naranjo882@uqvirtual.edu.co,3105641265,"Calle 38 # 7 - 86, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ingeniera Electronica,2,Armenia,Sin info,EUDORO GRANADA,Oficial,Mestiza,NO APLICA,DIRECCIÓN GENERAL DE SANIDAD MILITAR,3,Credito propio,Abandonado
883,1044605347,Daniela,Jiménez Marín,daniela.jiménez883@uqvirtual.edu.co,3107571638,"Calle 21 # 9 - 29, Buenaventura",2019-2,Inscrito,Mujer,Casado,Colombiano,Valle Del Cauca,Buenaventura,Valle Del Cauca,Buenaventura,Pregrado,Distancia,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Admon. negocios distancia,10,Buenaventura,Sin info,INST.COMERCIAL DEL PACIFICO,Privada,Mestiza,NO APLICA,EMMSANAR,1,Icetex,Finalizado
884,1046704193,Elena,Hernández Arango,elena.hernández884@uqvirtual.edu.co,3161295258,"Calle 23 # 21 - 68, Pasto",2019-2,Inscrito,Mujer,Union Libre,Colombiano,Nariño,Pasto,Nariño,Pasto,Postgrado,Presencial,Extendida,Fac. Ciencias de la Salud,Especializacion en Pediatria,4,Armenia,Sin info,I.E.M. LIBERTAD,Oficial,Mestiza,NO APLICA,SANITAS EPS,3,De contado,Cursando
885,1099326445,Iván,Gutiérrez Morales,iván.gutiérrez885@uqvirtual.edu.co,3165499598,"Calle 12 # 7 - 60, Sevilla",2019-2,Inscrito,Hombre,Casado,Colombiano,Valle Del Cauca,Sevilla,Valle Del Cauca,Sevilla,Pregrado,Presencial,Mixta,Fac. Ciencias Humanas y Bellas Artes,Filosofia,4,Armenia,Sin info,IE GENERAL SANTANDER,Oficial,Mestiza,NO APLICA,DIRECCIÓN GENERAL DE SANIDAD MILITAR,2,Icetex,Abandonado
886,1051448499,Bernardo,González Muñoz,bernardo.gonzález886@uqvirtual.edu.co,3197107130,"Calle 33 # 19 - 13, Calarca",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Calarca,Pregrado,Presencial,Diurna,Fac. Ciencias Humanas y Bellas Artes,Trabajo Social,4,Armenia,Sin info,INEM JOSE CELESTINO MUTIS,Oficial,Mestiza,NO APLICA,CAFESALUD,2,Icetex,Cursando
887,1035310764,Marta,Suárez Palacio,marta.suárez887@uqvirtual.edu.co,3138291288,"Calle 4 # 19 - 5, Bogotá D.C.",2019-2,Inscrito,Mujer,Soltero,Colombiano,Cundinamarca,Bogotá D.C.,Cundinamarca,Bogotá D.C.,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,9,Armenia,Sin info,COLEGIO ANDRES BELLO (IED),Oficial,Mestiza,NO APLICA,FAMISANAR EPS,3,Credito propio,Abandonado
888,1022654719,Camila,Toro López,camila.toro888@uqvirtual.edu.co,3123929197,"Calle 49 # 6 - 22, Tunja",2019-2,Inscrito,Mujer,Casado,Colombiano,Cundinamarca,Bogotá D.C.,Boyacá,Tunja,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,1,Armenia,Sin info,VALIDANTE ICFES,Oficial,Mestiza,NO APLICA,SALUD VIDA,3,Credito propio,Abandonado
889,1084610762,Elizabeth,Álvarez Díaz,elizabeth.álvarez889@uqvirtual.edu.co,3195808115,"Calle 47 # 10 - 34, Viterbo",2019-2,Inscrito,Mujer,Soltero,Colombiano,Caldas,Viterbo,Caldas,Viterbo,Pregrado,Distancia,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Admon. Financiera,6,Pereira,Sin info,INSTITUCION EDUCATIVA NAZARIO RESTREPO,Oficial,Mestiza,Sin info,ASMETSALUD,3,De contado,Abandonado
890,1091822431,Camilo,Velásquez Álvarez,camilo.velásquez890@uqvirtual.edu.co,3137561388,"Calle 35 # 1 - 12, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ing. de Sistemas y Computacion,10,Armenia,Sin info,INEM JOSE CELESTINO MUTIS,Oficial,Mestiza,BAJA VISIÓN DIAGNOSTICADA,OTRO,1,Icetex,Finalizado
891,1063520349,Juliana,Marín Hincapié,juliana.marín891@uqvirtual.edu.co,3192487477,"Calle 41 # 19 - 75, Neiva",2019-2,Inscrito,Mujer,Union Libre,Colombiano,Huila,Neiva,Huila,Neiva,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,7,Armenia,Sin info,COL  HISPANO INGLES,Privada,Blanca,NO APLICA,SANITAS EPS,1,De contado,Cursando
892,1059333708,Luis,Pérez González,luis.pérez892@uqvirtual.edu.co,3225936251,"Calle 4 # 21 - 79, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ingenieria Civil,10,Armenia,Sin info,ESCUELA NORMAL SUPERIOR,Oficial,Mestiza,NO APLICA,SALUD TOTAL EPS,3,Credito propio,Finalizado
893,1074662313,Leonardo,Hernández Valencia,leonardo.hernández893@uqvirtual.edu.co,3105535161,"Calle 4 # 10 - 55, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Nocturna,"Fac. Ciencias Economicas, adtivas y contables",Contaduria Publica,7,Armenia,Sin info,INEM JOSE CELESTINO MUTIS,Oficial,Blanca,NO APLICA,SERVICIOOCCIDENTALDESALUD,1,Credito propio,Abandonado
894,1011335567,Gabriel,Santana Patiño,gabriel.santana894@uqvirtual.edu.co,3172474827,"Calle 48 # 19 - 93, Bogotá D.C.",2019-2,Inscrito,Hombre,Otro,Colombiano,Cundinamarca,Bogotá D.C.,Cundinamarca,Bogotá D.C.,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,10,Armenia,Sin info,COLEGIO MARRUECOS Y MOLINOS (IED),Oficial,Blanca,NO APLICA,CAFESALUD,3,Credito propio,Finalizado
895,1038202727,Leonardo,López Fernández,leonardo.lópez895@uqvirtual.edu.co,3133431230,"Calle 13 # 23 - 72, Armenia",2019-2,Inscrito,Hombre,Union Libre,Colombiano,Sin Depto,Sin Ciudad,Quindío,Armenia,Postgrado,Presencial,Diurna,Fac. Ingenieria,Maestria en Ingenieria,10,Armenia,Sin info,Sin colegio,Sin info,Sin info,Sin info,Sin info,1,Icetex,Finalizado
896,1082795404,Liliana,Murillo Holguín,liliana.murillo896@uqvirtual.edu.co,3222353615,"Calle 19 # 18 - 66, Candelaria",2019-2,Inscrito,Mujer,Soltero,Colombiano,Valle Del Cauca,Santiago De Cali,Valle Del Cauca,Candelaria,Pregrado,Distancia,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Admon. negocios distancia,5,Cali,Sin info,INSTITUCIÓN EDUCATIVA GENERAL FRANCISCO DE PAULA SANTANDER,Oficial,Mestiza,NO APLICA,CRUZ BLANCA,3,Icetex,Cursando
897,1055642735,Gloria,Arias Naranjo,gloria.arias897@uqvirtual.edu.co,3202515040,"Calle 15 # 6 - 36, Cucuta",2019-2,Inscrito,Mujer,Casado,Colombiano,Cesar,Gonzalez,Norte De Santander,Cucuta,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,5,Armenia,Sin info,I.E. JORGE ELIECER GAITAN,Oficial,Mestiza,NO APLICA,NUEVA EPS,2,De contado,Abandonado
898,1041099616,Leonardo,Bedoa Montoya,leonardo.bedoa898@uqvirtual.edu.co,3177367436,"Calle 2 # 17 - 88, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ciencias Basicas y Tecnologias,Tec. en instrumentacion electronica,3,Armenia,Sin info,INEM JOSE CELESTINO MUTIS,Oficial,Mestiza,NO APLICA,SURA,3,Icetex,Cursando
899,1015783458,Isabella,Toro Suárez,isabella.toro899@uqvirtual.edu.co,3117061048,"Calle 5 # 5 - 92, Palmira",2019-2,Inscrito,Mujer,Soltero,Colombiano,Valle Del Cauca,Palmira,Valle Del Cauca,Palmira,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,2,Armenia,Sin info,COL AGUSTINIANO,Privada,Mestiza,NO APLICA,SURA,3,Credito propio,Abandonado
900,1048514612,Yerson,Patiño Ríos,yerson.patiño900@uqvirtual.edu.co,3126534890,"Calle 28 # 16 - 92, Armenia",2019-2,Inscrito,Hombre,Soltero,Ecuatoriano,Sin Depto,Sin Ciudad,Quindío,Armenia,Postgrado,Presencial,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Maestria en Admon,10,Armenia,Sin info,Sin colegio,Sin info,Sin info,Sin info,Sin info,1,De contado,Finalizado
901,1078467537,Isabella,Hincapié Granada,isabella.hincapié901@uqvirtual.edu.co,3161926328,"Calle 30 # 22 - 57, Neiva",2019-2,Inscrito,Mujer,Soltero,Colombiano,Huila,Isnos,Huila,Neiva,Pregrado,Presencial,Diurna,Fac. Ciencias Basicas y Tecnologias,Quimica,9,Armenia,Sin info,I.E. JOSE EUSTACIO RIVERA,Oficial,Mestiza,NO APLICA,COOMSALUD,1,Icetex,Abandonado
902,1041890469,Juliana,Trujillo Marín,juliana.trujillo902@uqvirtual.edu.co,3107750653,"Calle 41 # 18 - 92, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Sin Depto,Sin Ciudad,Quindío,Armenia,Postgrado,Presencial,Diurna,Fac. Ciencias de la Salud,Maestria en Prevencion de Riesgos Laborales Mod. profundizacion,10,Armenia,Sin info,Sin colegio,Sin info,Sin info,Sin info,SANITAS EPS,2,De contado,Finalizado
903,1054854716,Elizabeth,Rivera Sierra,elizabeth.rivera903@uqvirtual.edu.co,3145328351,"Calle 12 # 7 - 59, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,La Tebaida,Quindío,Armenia,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,2,Armenia,Sin info,SANTA TERESITA,Oficial,Mestiza,NO APLICA,COOMEVA EPS,1,Credito propio,Abandonado
904,1044099610,Catalina,Ortiz Vásquez,catalina.ortiz904@uqvirtual.edu.co,3182326293,"Calle 42 # 14 - 53, Filandia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Filandia,Pregrado,Distancia,Diurna,Fac. de Educacion,Lic. en Pedagogia Infantil,10,Armenia,Sin info,INEM JOSE CELESTINO MUTIS,Oficial,Blanca,NO APLICA,SURA,2,Credito propio,Finalizado
905,1093669976,Sandra,Franco Martínez,sandra.franco905@uqvirtual.edu.co,3139464833,"Calle 25 # 19 - 62, Santiago De Cali",2019-2,Inscrito,Mujer,Soltero,Colombiano,Valle Del Cauca,Palmira,Valle Del Cauca,Santiago De Cali,Pregrado,Distancia,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Admon. negocios distancia,2,Cali,Sin info,COLEGIO CIUDAD DEL CAMPO,Privada,Blanca,NO APLICA,SALUD TOTAL EPS,2,De contado,Abandonado
906,1052762964,Mariana,Delgado Marín,mariana.delgado906@uqvirtual.edu.co,3105393368,"Calle 41 # 21 - 28, Buesaco",2019-2,Inscrito,Mujer,Soltero,Colombiano,Nariño,Buesaco,Nariño,Buesaco,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ingenieria Civil,10,Armenia,Sin info,INSTITUCION EDUCATIVA RAFAEL URIBE URIBE,Oficial,Mestiza,NO APLICA,OTRO,1,De contado,Finalizado
907,1089312478,Andrés,Martínez Palacio,andrés.martínez907@uqvirtual.edu.co,3119614648,"Calle 37 # 2 - 35, Yotoco",2019-2,Inscrito,Hombre,Casado,Colombiano,Valle Del Cauca,Yotoco,Valle Del Cauca,Yotoco,Pregrado,Distancia,Diurna,Fac. Ingenieria,Tec. en Obras Civiles,10,Buga,Sin info,IE ALFONSO ZAWADZKY,Oficial,Mestiza,NO APLICA,SERVICIOOCCIDENTALDESALUD,2,Icetex,Finalizado
908,1098083542,Marta,Trujillo Castro,marta.trujillo908@uqvirtual.edu.co,3118499032,"Calle 15 # 10 - 37, Quimbaya",2019-2,Inscrito,Mujer,Soltero,Colombiano,Antioquia,Apartado,Quindío,Quimbaya,Pregrado,Presencial,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Contaduria Publica,6,Armenia,Sin info,I.E. SAN FRACISCO DE ASIS,Oficial,Negra,NO APLICA,OTRO,2,Credito propio,Abandonado
909,1067334552,Verónica,Restrepo Rivera,verónica.restrepo909@uqvirtual.edu.co,3112003236,"Calle 1 # 15 - 67, Manizales",2019-2,Inscrito,Mujer,Union Libre,Colombiano,Caldas,Manizales,Caldas,Manizales,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,10,Manizales,Sin info,INSTITUCIÓN EDUCATIVA SAN PIO X,Oficial,Blanca,NO APLICA,SURA,4,De contado,Finalizado
910,1003014964,Elena,Ibarra Zuluaga,elena.ibarra910@uqvirtual.edu.co,3194244367,"Calle 26 # 11 - 40, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ciencias Basicas y Tecnologias,Quimica,9,Armenia,Sin info,SANTA TERESA DE JESUS,Oficial,Mestiza,NO APLICA,SISBEN,2,De contado,Abandonado
911,1031338323,Pablo,Toro Acevedo,pablo.toro911@uqvirtual.edu.co,3181571816,"Calle 31 # 17 - 92, La Tebaida",2019-2,Inscrito,Hombre,Union Libre,Colombiano,Quindío,Filandia,Quindío,La Tebaida,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,10,Armenia,Sin info,FRANCISCO MIRANDA,Oficial,Mestiza,NO APLICA,COOMEVA EPS,1,Icetex,Finalizado
912,1066644075,Patricia,García Rodríguez,patricia.garcía912@uqvirtual.edu.co,3228902516,"Calle 10 # 10 - 84, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ciencias Basicas y Tecnologias,Biologia,9,Armenia,Sin info,NACIONAL JESUS MARIA OCAMPO,Oficial,Blanca,NO APLICA,OTRO,3,Credito propio,Abandonado
913,1093361082,Johanna,Velásquez Romero,johanna.velásquez913@uqvirtual.edu.co,3107706658,"Calle 3 # 21 - 72, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Caquetá,Florencia,Quindío,Armenia,Pregrado,Presencial,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Administracion Negocios Presencial,10,Armenia,Sin info,NORMAL SUPERIOR,Oficial,Blanca,NO APLICA,NUEVA EPS,2,Credito propio,Finalizado
914,1031862950,Ángela,Moreno Londoño,ángela.moreno914@uqvirtual.edu.co,3196681139,"Calle 26 # 29 - 35, Medellin",2019-2,Inscrito,Mujer,Casado,Colombiano,Antioquia,Medellin,Antioquia,Medellin,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,6,Armenia,Sin info,COL MADRE ANTONIA CERINI,Privada,Blanca,NO APLICA,SURA,3,Credito propio,Abandonado
915,1011677068,Juliana,Chica Vargas,juliana.chica915@uqvirtual.edu.co,3194413079,"Calle 30 # 12 - 55, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. de Educacion,Lic. en Lenguas Modernas con enfasis en Ingles y Frances,9,Armenia,Sin info,TERESITA MONTES,Oficial,Blanca,NO APLICA,COOMEVA EPS,3,Icetex,Abandonado
916,1066787040,Paula,Reyes Gutiérrez,paula.reyes916@uqvirtual.edu.co,3172396154,"Calle 10 # 14 - 63, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ciencias Humanas y Bellas Artes,Trabajo Social,1,Armenia,Sin info,ESCUELA NORMAL SUPERIOR,Oficial,Mestiza,NO APLICA,SURA,3,De contado,Abandonado
917,1048480857,Tatiana,Salazar Estrada,tatiana.salazar917@uqvirtual.edu.co,3102552642,"Calle 46 # 2 - 78, Pereira",2019-2,Inscrito,Mujer,Soltero,Colombiano,Risaralda,Pereira,Risaralda,Pereira,Pregrado,Distancia,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Admon. Financiera,2,Pereira,Sin info,IE LA INMACULADA,Oficial,Blanca,NO APLICA,NUEVA EPS,3,Icetex,Cursando
918,1065874534,Juliana,Ibarra Orozco,juliana.ibarra918@uqvirtual.edu.co,3183653981,"Calle 24 # 9 - 52, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ciencias Humanas y Bellas Artes,Trabajo Social,10,Armenia,Sin info,TERESITA MONTES,Oficial,Mestiza,NO APLICA,NUEVA EPS,3,De contado,Finalizado
919,1033076979,Patricia,Gómez Blanco,patricia.gómez919@uqvirtual.edu.co,3172115927,"Calle 39 # 29 - 34, La Tebaida",2019-2,Inscrito,Mujer,Soltero,Colombiano,Cundinamarca,Madrid,Quindío,La Tebaida,Pregrado,Presencial,Diurna,Fac. de Educacion,Lic. en Lenguas Modernas con enfasis en Ingles y Frances,9,Armenia,Sin info,COLEGIO BOSTON,Privada,Mestiza,LESIÓN NEUROMUSCULAR,DIRECCIÓN GENERAL DE SANIDAD MILITAR,2,Icetex,Abandonado
